2026-02-17 20:22:32,453 - INFO - root - Starting flashcard generation run
2026-02-17 20:22:32,453 - INFO - root - Loaded instructions from ./src/instructions.txt
2026-02-17 20:22:32,454 - DEBUG - root - Loaded note from ./local/notes/Iliada - Analize.md
2026-02-17 20:22:32,454 - DEBUG - root - Loaded note from ./local/notes/Prometeu - Analize.md
2026-02-17 20:22:32,454 - INFO - root - Finished loading 2 notes from ./local/notes/
2026-02-17 20:22:32,454 - INFO - root - Loaded 2 note(s), total characters=19797
2026-02-17 20:22:32,898 - INFO - root - Generating content with model='gemini-3-flash-preview', temperature=0.2, max_output_tokens=8192
2026-02-17 20:22:32,898 - INFO - google_genai.models - AFC is enabled with max remote calls: 10.
2026-02-17 20:22:32,900 - DEBUG - httpcore.connection - connect_tcp.started host='generativelanguage.googleapis.com' port=443 local_address=None timeout=None socket_options=None
2026-02-17 20:22:32,955 - DEBUG - httpcore.connection - connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x0000019C7E29B0E0>
2026-02-17 20:22:32,955 - DEBUG - httpcore.connection - start_tls.started ssl_context=<ssl.SSLContext object at 0x0000019C7E1688C0> server_hostname='generativelanguage.googleapis.com' timeout=None
2026-02-17 20:22:33,026 - DEBUG - httpcore.connection - start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x0000019C7E1ABC50>
2026-02-17 20:22:33,026 - DEBUG - httpcore.http11 - send_request_headers.started request=<Request [b'POST']>
2026-02-17 20:22:33,026 - DEBUG - httpcore.http11 - send_request_headers.complete
2026-02-17 20:22:33,026 - DEBUG - httpcore.http11 - send_request_body.started request=<Request [b'POST']>
2026-02-17 20:22:33,026 - DEBUG - httpcore.http11 - send_request_body.complete
2026-02-17 20:22:33,026 - DEBUG - httpcore.http11 - receive_response_headers.started request=<Request [b'POST']>
2026-02-17 20:22:59,554 - DEBUG - httpcore.http11 - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'application/json; charset=UTF-8'), (b'Vary', b'Origin'), (b'Vary', b'X-Origin'), (b'Vary', b'Referer'), (b'Content-Encoding', b'gzip'), (b'Date', b'Tue, 17 Feb 2026 19:22:59 GMT'), (b'Server', b'scaffolding on HTTPServer2'), (b'X-XSS-Protection', b'0'), (b'X-Frame-Options', b'SAMEORIGIN'), (b'X-Content-Type-Options', b'nosniff'), (b'Server-Timing', b'gfet4t7; dur=26504'), (b'Alt-Svc', b'h3=":443"; ma=2592000,h3-29=":443"; ma=2592000'), (b'Transfer-Encoding', b'chunked')])
2026-02-17 20:22:59,555 - INFO - httpx - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3-flash-preview:generateContent "HTTP/1.1 200 OK"
2026-02-17 20:22:59,555 - DEBUG - httpcore.http11 - receive_response_body.started request=<Request [b'POST']>
2026-02-17 20:22:59,599 - DEBUG - httpcore.http11 - receive_response_body.complete
2026-02-17 20:22:59,599 - DEBUG - httpcore.http11 - response_closed.started
2026-02-17 20:22:59,599 - DEBUG - httpcore.http11 - response_closed.complete
2026-02-17 20:22:59,611 - INFO - root - Response from AI generated successfully.
2026-02-17 20:22:59,612 - DEBUG - httpcore.connection - close.started
2026-02-17 20:22:59,612 - DEBUG - httpcore.connection - close.complete
2026-02-17 20:22:59,614 - DEBUG - root - No CSV fencing found: question,answer ... "Cfare perfaqeson qendresa e Prometeut ne fragmentin e fundit?","Simbolin e intelektit dhe qendrueshmerise kunder tiranise."
2026-02-17 20:22:59,615 - DEBUG - root - Creating log directory at ./local/logs/
2026-02-17 20:22:59,615 - INFO - root - Logged raw CSV response to ./local/logs/response.csv
2026-02-17 20:22:59,616 - DEBUG - root - Formatted row: Ku u krijuan poemat e Homerit?	Ne Joni.
2026-02-17 20:22:59,616 - DEBUG - root - Formatted row: Ne cfare dialekti jane shkruar poemat e Homerit?	Ne dialektin jonian.
2026-02-17 20:22:59,616 - DEBUG - root - Formatted row: Sa kenge ka secila prej poemave te Homerit?	24 kenge.
2026-02-17 20:22:59,616 - DEBUG - root - Formatted row: Sa vargje kane gjithsej poemat e Homerit?	15000 vargje.
2026-02-17 20:22:59,616 - DEBUG - root - Formatted row: Nga vjen titulli i Iliades?	Nga emri Ilion, nje emer tjeter per Trojen.
2026-02-17 20:22:59,617 - DEBUG - root - Formatted row: Cilet personazhe perfaqesojne kultin e heroizmit ne Iliade?	Akili dhe Hektori.
2026-02-17 20:22:59,617 - DEBUG - root - Formatted row: Cilet personazhe perfaqesojne kultin e dashurise ne Iliade?	Paridi dhe Helena.
2026-02-17 20:22:59,617 - DEBUG - root - Formatted row: Cilet personazhe perfaqesojne kultin e familjes ne Iliade?	Hektori dhe Andromaka.
2026-02-17 20:22:59,617 - DEBUG - root - Formatted row: Cilin kult perfaqeson Agamemnoni?	Kultin e sundimtarit.
2026-02-17 20:22:59,617 - DEBUG - root - Formatted row: Cili eshte sunduesi i botes homerike sipas notes?	Fati.
2026-02-17 20:22:59,617 - DEBUG - root - Formatted row: Cfare eshte pararendja ne teknikat rrefyese te Homerit?	Kapercimi ne kohe qe zgjon kureshtjen per ngjarjet ne vijim.
2026-02-17 20:22:59,617 - DEBUG - root - Formatted row: Cfare eshte retrospektiva ne teknikat rrefyese te Homerit?	Kthimi ne kohe per te dhene arsyet e ngjarjeve qe ndodhin.
2026-02-17 20:22:59,617 - DEBUG - root - Formatted row: Cfare eshte rimarrja ne teknikat rrefyese te Homerit?	Perseritja e momentit kyc qe lexuesi te mos humbe fillin e rrefimit.
2026-02-17 20:22:59,617 - DEBUG - root - Formatted row: Cili eshte stili i autorit ne Iliade?	Stili i larte heroik.
2026-02-17 20:22:59,617 - DEBUG - root - Formatted row: Cila eshte tema qendrore e Iliades sipas kenges se pare?	Zemerimi i Akilit.
2026-02-17 20:22:59,617 - DEBUG - root - Formatted row: Cfare simbolizon mbetja e trupave te pavarrosur ne Iliade?	Humbje totale te nderit dhe poshterim i paskajshem.
2026-02-17 20:22:59,617 - DEBUG - root - Formatted row: Cili eshte kontrasti midis Akilit dhe Hektorit?	Akili kerkon lavdi personale, ndersa Hektori lufton per detyren.
2026-02-17 20:22:59,617 - DEBUG - root - Formatted row: Cfare mesazhi percillet ne skenen e darkes midis Akilit dhe Priamit?	Mesazhi universal i paqes.
2026-02-17 20:22:59,617 - DEBUG - root - Formatted row: Cfare jane kompozitat ne stilin e Homerit?	Epitete te perbera ose bashkime fjalesh.
2026-02-17 20:22:59,617 - DEBUG - root - Formatted row: Cfare tregon epiteti Agimi gishttrendafil?	Rrezatimin e diellit te lindjes ku ngjyrat marrin nuancen e trendafilit.
2026-02-17 20:22:59,617 - DEBUG - root - Formatted row: Cfare simbolizon dyluftimi Hektor-Akil?	Perballjen e dy heronjve me tipare te perbashketa si guximi dhe heroizmi.
2026-02-17 20:22:59,617 - DEBUG - root - Formatted row: Cili eshte kontrasti midis Akilit dhe Hektorit ne castin e vdekjes?	Hektori lutet per kufomen, ndersa Akili shfaqet i eger dhe pameshirshem.
2026-02-17 20:22:59,617 - DEBUG - root - Formatted row: Kush njihet si babai i tragjedise?	Eskili.
2026-02-17 20:22:59,617 - DEBUG - root - Formatted row: Ku eshte mberthyer Prometeu sipas tragjedise?	Ne shkembin e Skithise.
2026-02-17 20:22:59,618 - DEBUG - root - Formatted row: Cfare simbolizon Prometeu ne vepren e Eskilit?	Simbol i pathyeshmerise, idealit demokratik dhe luftes kunder tiranise.
